04/06/21;17:32:54;39956;Dinheiro;4,0
04/06/21;17:40:34;39958;Dinheiro;18,0
04/06/21;17:48:49;39960;Dinheiro;27,0
04/06/21;17:49:47;39961;Dinheiro;3,8
04/06/21;17:54:59;39963;Dinheiro;32,0
04/06/21;17:57:38;39965;Dinheiro;42,74
04/06/21;18:00:41;39966;Dinheiro;28,05
04/06/21;18:17:41;39972;Dinheiro;40,39
04/06/21;18:19:37;39973;Dinheiro;6,96
04/06/21;18:20:18;39974;Dinheiro;19,65
04/06/21;18:29:33;39977;Dinheiro;13,47
04/06/21;18:44:55;39981;Dinheiro;8,86
04/06/21;18:49:59;39985;Dinheiro;75,32
04/06/21;19:08:28;39990;Dinheiro;5,53
04/06/21;19:33:24;39993;Dinheiro;45,89
04/06/21;20:13:11;39997;Dinheiro;142,94
04/06/21;20:18:35;40001;Crediário;137,34
04/06/21;20:19:48;40002;Crediário;54,0
05/06/21;07:08:40;1/00018544;Cartao  Débito;17,87
05/06/21;07:37:21;1/00018545;Cartao  Débito;51,9
05/06/21;07:52:14;1/00018546;Cartao  Débito;22,66
05/06/21;07:55:22;1/00018547;Cartao  Débito;21,0
05/06/21;07:56:39;1/00018548;Cartao Crédito;40,0
05/06/21;07:59:25;1/00018549;Cartao  Débito;17,29
05/06/21;08:10:18;1/00018550;Cartao Crédito;13,91
05/06/21;08:35:11;1/00018551;Cartao  Débito;17,42
05/06/21;08:54:34;1/00018552;Cartao  Débito;34,0
05/06/21;08:55:45;1/00018553;Cartao  Débito;11,5
05/06/21;09:33:39;1/00018554;Cartao Crédito;60,5
05/06/21;09:50:22;1/00018555;Cartao Crédito;10,55
05/06/21;09:51:22;1/00018556;Cartao  Débito;34,35
05/06/21;09:52:38;1/00018557;Cartao  Débito;63,71
05/06/21;09:55:47;1/00018558;Cartao  Débito;36,0
05/06/21;09:57:01;1/00018559;Cartao  Débito;37,42
05/06/21;10:30:08;1/00018560;Cartao  Débito;27,5
05/06/21;10:31:09;1/00018561;Cartao Crédito;24,0
05/06/21;10:37:22;1/00018562;Cartao  Débito;65,09
05/06/21;10:41:04;1/00018563;Cartao  Débito;49,67
05/06/21;10:43:05;1/00018564;PIX;38,42
05/06/21;10:47:16;1/00018565;Cartao  Débito;29,99
05/06/21;10:53:36;1/00018566;Cartao  Débito;11,8
05/06/21;10:56:33;1/00018567;Cartao Crédito;11,63
05/06/21;10:57:43;1/00018568;Cartao Crédito;116,33
05/06/21;11:00:48;1/00018569;Cartao Crédito;36,6
05/06/21;11:10:03;1/00018570;Cartao Crédito;29,24
05/06/21;11:12:38;1/00018571;Cartao Crédito;60,23
05/06/21;11:33:19;1/00018573;Cartao Crédito;82,96
05/06/21;11:41:37;1/00018574;Cartao  Débito;31,97
05/06/21;11:44:33;1/00018575;Cartao Crédito;17,08
05/06/21;11:44:33;1/00018575;Cartao  Débito;17,08
05/06/21;11:46:03;1/00018576;Cartao  Débito;15,02
05/06/21;11:49:00;1/00018577;Cartao Crédito;26,5
05/06/21;12:00:37;1/00018578;Cartao Crédito;104,57
05/06/21;12:07:29;1/00018579;Cartao Crédito;38,78
05/06/21;12:27:48;1/00018580;Cartao Crédito;7,0
