2176;POULET DEFUMADO - PEITO DE FRANGO DEFUMADO 200G;UN;01/06/21;18:32:02;1/00018345;1,0;        8,9;0,0;        0,0;8,9
1042;PAO FRANCES;KG;01/06/21;18:32:02;1/00018345;0,615;        11,9;0,0;        0,0;7,32
1443;SPRITE PET 2L;UN;01/06/21;18:33:07;1/00018346;1,0;        9,0;0,0;        0,0;9,0
1021;COXINHA;UN;01/06/21;18:33:07;1/00018346;1,0;        6,0;0,0;        0,0;6,0
1002;EMPADAS DIVERSAS;UN;01/06/21;18:33:07;1/00018346;1,0;        6,0;0,0;        0,0;6,0
1042;PAO FRANCES;KG;01/06/21;18:33:55;1/00018347;0,36;        11,9;0,0;        0,0;4,28
1006;MINI FOLHEADOS;KG;01/06/21;18:33:55;1/00018347;0,17;        52,9;0,0;        0,0;8,99
1002;EMPADAS DIVERSAS;UN;01/06/21;18:33:55;1/00018347;4,0;        6,0;0,0;        0,0;24,0
1303;AGUA C/ GAS CRYSTAL 500ML;UN;01/06/21;18:36:05;1/00018348;2,0;        4,5;0,0;        0,0;9,0
1006;MINI FOLHEADOS;KG;01/06/21;18:36:05;1/00018348;0,05;        52,9;0,0;        0,0;2,65
1065;MORANGOFF;KG;01/06/21;18:36:05;1/00018348;0,19;        62,0;0,0;        0,0;11,78
1435;MIL FOLHAS;KG;01/06/21;18:36:05;1/00018348;0,08;        42,9;0,0;        0,0;3,43
1047;CHIPA;KG;01/06/21;18:36:05;1/00018348;0,08;        49,9;0,0;        0,0;3,99
1145;CAFE EXPRESSO DUPLO;UN;01/06/21;18:36:05;1/00018348;1,0;        7,0;0,0;        0,0;7,0
1002;EMPADAS DIVERSAS;UN;01/06/21;18:36:05;1/00018348;1,0;        6,0;0,0;        0,0;6,0
1150;CHOCOLATE QUENTE;UN;01/06/21;18:36:05;1/00018348;1,0;        12,0;0,0;        0,0;12,0
1038;PAO COM MANTEIGA QUENTE;UN;01/06/21;18:49:01;1/00018349;1,0;        4,0;0,0;        0,0;4,0
1508;PAO COM MORTADELA;UN;01/06/21;18:49:01;1/00018349;1,0;        5,5;0,0;        0,0;5,5
1413;CAFE MACHIATTO;UN;01/06/21;18:49:01;1/00018349;1,0;        7,0;0,0;        0,0;7,0
1149;CAPUCCINO SABOR E CIA;UN;01/06/21;18:49:01;1/00018349;1,0;        13,0;0,0;        0,0;13,0
1047;CHIPA;KG;01/06/21;19:01:05;1/00018350;0,08;        49,9;0,0;        0,0;3,99
1152;SUCO NATURAL DE LARANJA;UN;01/06/21;19:01:05;1/00018350;1,0;        8,0;0,0;        0,0;8,0
1011;PASTEL DE NATA;UN;01/06/21;19:01:05;1/00018350;1,0;        8,5;0,0;        0,0;8,5
2264;PAO LIZI 400G;UN;01/06/21;19:17:38;1/00018351;1,0;        12,0;0,0;        0,0;12,0
2262;BOLO LIZI 200G;UN;01/06/21;19:17:38;1/00018351;1,0;        12,0;0,0;        0,0;12,0
2238;BOLO DE MILHO VERDE;KG;01/06/21;19:17:38;1/00018351;0,1;        39,9;0,0;        0,0;3,99
1144;CAFE EXPRESSO SIMPLES;UN;01/06/21;19:17:38;1/00018351;2,0;        5,0;0,0;        0,0;10,0
1147;CAFE EXPRESSO COM LEITE MEDIO;UN;01/06/21;19:17:38;1/00018351;1,0;        6,5;0,0;        0,0;6,5
1047;CHIPA;KG;01/06/21;19:17:38;1/00018351;0,16;        49,9;0,0;        0,0;7,98
2238;BOLO DE MILHO VERDE;KG;01/06/21;19:17:38;1/00018351;0,1;        39,9;0,0;        0,0;3,99
1303;AGUA C/ GAS CRYSTAL 500ML;UN;01/06/21;19:17:38;1/00018351;1,0;        4,5;0,0;        0,0;4,5
1001;BRIOCHE;KG;01/06/21;19:23:22;1/00018352;0,14;        58,9;0,0;        0,0;8,23
1020;PASTEL FRITO;UN;01/06/21;19:28:45;1/00018353;1,0;        6,0;0,0;        0,0;6,0
1595;CHA GELADO;UN;01/06/21;19:28:45;1/00018353;1,0;        9,0;0,0;        0,0;9,0
1042;PAO FRANCES;KG;01/06/21;19:34:40;1/00018354;0,58;        11,9;0,0;        0,0;6,9
1092;PETIT FOUR DIVERSOS;KG;01/06/21;19:34:40;1/00018354;0,195;        56,9;0,0;        0,0;11,1
1042;PAO FRANCES;KG;01/06/21;19:37:12;1/00018355;0,365;        11,9;0,0;        0,0;4,34
2073;CERVEJA LONG NECK HEINEKEN 330ML;UN;01/06/21;19:37:12;1/00018355;1,0;        9,0;0,0;        0,0;9,0
1895;TORTA DE MARACUJA;KG;01/06/21;19:43:06;1/00018356;0,095;        68,0;0,0;        0,0;6,46
1389;CHEESECAKE;KG;01/06/21;19:43:06;1/00018356;0,1;        58,0;0,0;        0,0;5,8
1002;EMPADAS DIVERSAS;UN;01/06/21;19:43:06;1/00018356;1,0;        6,0;0,0;        0,0;6,0
1012;SALGADO ASSADO;UN;01/06/21;19:43:06;1/00018356;1,0;        9,0;0,0;        0,0;9,0
1134;BOLO DE QUATRO LEITES;KG;01/06/21;20:03:49;1/00018357;0,28;        52,0;0,0;        0,0;14,56
1484;TORTA DE BOLACHA;KG;01/06/21;20:03:49;1/00018357;0,17;        62,0;0,0;        0,0;10,54
1042;PAO FRANCES;KG;01/06/21;07:02:39;39533;0,115;        11,9;0,0;        0,0;1,37
1042;PAO FRANCES;KG;01/06/21;07:12:07;39534;0,24;        11,9;0,0;        0,0;2,86
1042;PAO FRANCES;KG;01/06/21;07:19:03;39535;0,345;        11,9;0,0;        0,0;4,11
1020;PASTEL FRITO;UN;01/06/21;07:27:47;39537;1,0;        6,0;0,0;        0,0;6,0
1021;COXINHA;UN;01/06/21;07:27:47;39537;1,0;        6,0;0,0;        0,0;6,0
1150;CHOCOLATE QUENTE;UN;01/06/21;07:27:47;39537;1,0;        12,0;0,0;        0,0;12,0
1060;DONUTS;KG;01/06/21;07:27:47;39537;0,145;        46,9;0,0;        0,0;6,8
1439;SUCO KAPO UVA 200ML;UN;01/06/21;07:27:47;39537;1,0;        3,0;0,0;        0,0;3,0
1001;BRIOCHE;KG;01/06/21;07:39:04;39540;0,028;        58,9;0,0;        0,0;1,65
1042;PAO FRANCES;KG;01/06/21;07:39:04;39540;0,175;        11,9;0,0;        0,0;2,08
1006;MINI FOLHEADOS;KG;01/06/21;07:39:38;39541;0,06;        52,9;0,0;        0,0;3,17
1033;PAO DE QUEIJO;KG;01/06/21;07:39:38;39541;0,125;        39,9;0,0;        0,0;4,99
1092;PETIT FOUR DIVERSOS;KG;01/06/21;07:39:38;39541;0,115;        56,9;0,0;        0,0;6,54
1042;PAO FRANCES;KG;01/06/21;07:52:21;39542;0,46;        11,9;0,0;        0,0;5,47
2140;TRIDENT XFRESH HERBAL 8G;UN;01/06/21;07:53:07;39543;1,0;        2,5;0,0;        0,0;2,5
1033;PAO DE QUEIJO;KG;01/06/21;08:16:52;39545;0,15;        39,9;0,0;        0,0;5,99
1048;SOPA PARAGUAIA;KG;01/06/21;08:24:21;39547;0,155;        48,0;0,0;        0,0;7,44
